TVAE_10000_0,CTGAN_10000_0,TVAE_10000_10,CTGAN_10000_10,TVAE_10000_20,CTGAN_10000_20,TVAE_25000_0,CTGAN_25000_0,TVAE_25000_10,CTGAN_25000_10,TVAE_25000_20,CTGAN_25000_20,TVAE_50000_0,CTGAN_50000_0,TVAE_50000_10,CTGAN_50000_10,TVAE_50000_20,CTGAN_50000_20
4.693725807857321,5.816169621915067,2.829634509952391,5.696154148224292,2.872049242136916,4.939038803790224,3.6077665674586354,5.564372123884499,3.235434634595272,5.433924319289949,3.0203863441320156,4.896634342868292,3.7436452931198247,4.857206888660626,3.2499787760220196,4.944895753817513,2.9747288637799603,5.030411254683996
4.735798610988839,5.842406213208293,2.855183511833459,5.857296081488638,2.910652882853327,4.951155722565426,3.62238154879336,5.508927759600264,3.2507555841956775,5.315441439458981,2.999931749611693,4.948191266865148,3.7321901674537905,4.835012123395311,3.242289745570017,4.968119708119618,2.9378911505786367,4.995173592192323
4.755107336373003,5.890606134156911,2.7847126663695763,5.708145844284003,3.0342068662158406,4.9777560825546185,3.6252267453887406,5.536893953016756,3.288906984223366,5.258083073184617,3.040528246891892,4.874417369547681,3.747275980525784,4.797900275297098,3.243361640146575,4.988214004035245,3.0005021956935862,5.071587620192129
4.692454745109808,5.835076621098701,2.841852706085692,6.018668480819171,2.9515034739900745,4.914943790300378,3.6402078986110986,5.49411576337044,3.220445343543877,5.479904973724715,2.975048178351635,4.89393833435921,3.803608159360838,4.766497188823355,3.2414606831670776,5.014415523033177,2.940462303791628,5.0885924595690195
4.69380861976905,5.810214798976265,2.84399808986987,5.922120800572182,2.8193226287395405,4.837549376890552,3.653631468159452,5.5257682935027645,3.2885004555045696,5.413690931615839,3.0300339394079967,4.953865266733489,3.800687196863477,4.836336780806917,3.2424368974538815,4.997348678002385,2.9771639263608405,5.0324225288071585
4.705872308692049,5.759984514758249,2.9897497391306147,5.759362642627315,2.896697333869046,4.951399613057555,3.668844728112835,5.464031739681447,3.225220982487378,5.320868820514318,3.0724423614891476,4.94678533092724,3.767231776923537,4.819806312812152,3.2325596989736587,5.017727833969839,2.9795687337910977,4.982389100827413
4.734826491071386,5.823321210699131,2.8203551488264056,5.935348368388652,2.7634226623120695,4.8145514027341205,3.6240485892918874,5.579796080261026,3.2168673302085233,5.399030819982286,3.0440013275439934,4.918007610704026,3.761187064907245,4.811577572725864,3.2678002486553224,4.941486958807662,2.994115963219669,5.101832169150621
4.848546390430347,5.69690491018622,2.8678161268373104,5.867787662096879,2.853547383154627,4.842559187079181,3.6467852883903062,5.549986279917625,3.2442759089700104,5.314786737169369,2.9840380240806805,4.8733451127180105,3.758969692890119,4.869632591096881,3.2031545287157686,4.9906809956318385,2.99274624162674,5.005272266880587
4.66631033102816,5.720001867617857,2.8737871174539484,5.904057492324158,2.9492034987592284,4.8539735483876125,3.611979018626056,5.4951837151458145,3.268492997314536,5.411960424405818,3.0428062529812894,4.898016730400155,3.7708748542063355,4.82199903187184,3.2518551766864525,4.9873782012072265,2.9662788916464016,4.963826392836652
4.662766092079173,5.850005220952619,2.8714911909740657,5.769091048486349,2.8772986056138494,5.015213759998874,3.6182256760648004,5.606927830734202,3.277063204147217,5.360953463856936,3.079539241196381,4.935024746068391,3.7947957499952087,4.7716952593561,3.253160594204897,4.979404128478949,2.9911362353015205,5.02612126227539
