variable,value,Simulated
TVAE_10000_0,0.6309104394368754,0.8018419930691567
TVAE_10000_0,0.6514154031093701,0.8018419930691567
TVAE_10000_0,0.6359272223107709,0.8018419930691567
TVAE_10000_0,0.6465537112192371,0.8018419930691567
TVAE_10000_0,0.6602701969968963,0.8018419930691567
TVAE_10000_0,0.669034683479038,0.8018419930691567
TVAE_10000_0,0.6430096353298328,0.8018419930691567
TVAE_10000_0,0.6314284372599654,0.8018419930691567
TVAE_10000_0,0.6198866576789462,0.8018419930691567
TVAE_10000_0,0.6426883458711056,0.8018419930691567
TVAE_10000_0,0.6722921740182958,0.8018419930691567
TVAE_10000_0,0.6493753075545943,0.8018419930691567
TVAE_10000_0,0.6754496591023661,0.8018419930691567
TVAE_10000_0,0.6344349926353885,0.8018419930691567
TVAE_10000_0,0.6432740585972643,0.8018419930691567
TVAE_10000_0,0.6538143911510562,0.8018419930691567
TVAE_10000_0,0.6403355684252564,0.8018419930691567
TVAE_10000_0,0.6596051919461119,0.8018419930691567
TVAE_10000_0,0.6550381678824828,0.8018419930691567
TVAE_10000_0,0.6429102179684802,0.8018419930691567
TVAE_10000_0,0.6471755453939889,0.8018419930691567
TVAE_10000_0,0.6466636763373418,0.8018419930691567
TVAE_10000_0,0.6707235300693304,0.8018419930691567
TVAE_10000_0,0.645654667679263,0.8018419930691567
TVAE_10000_0,0.6802130557457781,0.8018419930691567
TVAE_10000_0,0.6790083094723328,0.8018419930691567
TVAE_10000_0,0.6390300748801795,0.8018419930691567
TVAE_10000_0,0.6578609965134605,0.8018419930691567
TVAE_10000_0,0.6496460327063479,0.8018419930691567
TVAE_10000_0,0.65774729511531,0.8018419930691567
TVAE_10000_0,0.6492516129239386,0.8018419930691567
TVAE_10000_0,0.6475147069044589,0.8018419930691567
TVAE_10000_0,0.68601625273646,0.8018419930691567
TVAE_10000_0,0.6373758741189409,0.8018419930691567
TVAE_10000_0,0.6394007299418621,0.8018419930691567
TVAE_10000_0,0.6287607932613084,0.8018419930691567
TVAE_10000_0,0.6617136290356542,0.8018419930691567
TVAE_10000_0,0.6301096329908519,0.8018419930691567
TVAE_10000_0,0.6347282779795834,0.8018419930691567
TVAE_10000_0,0.6478945124580179,0.8018419930691567
TVAE_10000_0,0.6458146221904915,0.8018419930691567
TVAE_10000_0,0.6604787733025863,0.8018419930691567
TVAE_10000_0,0.6454025110734944,0.8018419930691567
TVAE_10000_0,0.6428714504528023,0.8018419930691567
TVAE_10000_0,0.6691205229883747,0.8018419930691567
TVAE_10000_0,0.6791168127499964,0.8018419930691567
TVAE_10000_0,0.637898261086097,0.8018419930691567
TVAE_10000_0,0.6408959918968998,0.8018419930691567
TVAE_10000_0,0.6823866550067913,0.8018419930691567
TVAE_10000_0,0.6622302079247804,0.8018419930691567
TVAE_10000_0,0.6305311730198121,0.8018419930691567
TVAE_10000_0,0.6332339228291409,0.8018419930691567
TVAE_10000_0,0.673386891990241,0.8018419930691567
TVAE_10000_0,0.6714724137379791,0.8018419930691567
TVAE_10000_0,0.6336275045718732,0.8018419930691567
TVAE_10000_0,0.6180351399441886,0.8018419930691567
TVAE_10000_0,0.6330495372158239,0.8018419930691567
TVAE_10000_0,0.6318915926792831,0.8018419930691567
TVAE_10000_0,0.6212987109903559,0.8018419930691567
TVAE_10000_0,0.6354690586106541,0.8018419930691567
TVAE_10000_0,0.675000862124683,0.8018419930691567
TVAE_10000_0,0.6312961179250877,0.8018419930691567
TVAE_10000_0,0.6620569498332023,0.8018419930691567
TVAE_10000_0,0.6557597913103018,0.8018419930691567
TVAE_10000_0,0.6656081436363022,0.8018419930691567
TVAE_10000_0,0.6377451561951017,0.8018419930691567
TVAE_10000_0,0.6596250356313458,0.8018419930691567
TVAE_10000_0,0.6466753479186705,0.8018419930691567
TVAE_10000_0,0.6285303986240728,0.8018419930691567
TVAE_10000_0,0.6452698810491297,0.8018419930691567
TVAE_10000_0,0.6409876335034033,0.8018419930691567
TVAE_10000_0,0.6628128637051313,0.8018419930691567
TVAE_10000_0,0.6386788178001354,0.8018419930691567
TVAE_10000_0,0.6313997504162969,0.8018419930691567
TVAE_10000_0,0.6282078862705283,0.8018419930691567
TVAE_10000_0,0.6857054539357027,0.8018419930691567
TVAE_10000_0,0.6319996010128712,0.8018419930691567
TVAE_10000_0,0.6354405377552825,0.8018419930691567
TVAE_10000_0,0.6544702185094509,0.8018419930691567
TVAE_10000_0,0.6325438213330412,0.8018419930691567
TVAE_10000_0,0.6681263041927946,0.8018419930691567
TVAE_10000_0,0.6559094589229431,0.8018419930691567
TVAE_10000_0,0.6163075088903711,0.8018419930691567
TVAE_10000_0,0.6490152083210811,0.8018419930691567
TVAE_10000_0,0.6419772649528372,0.8018419930691567
TVAE_10000_0,0.6330406234878364,0.8018419930691567
TVAE_10000_0,0.6550366261444635,0.8018419930691567
TVAE_10000_0,0.6346907692371884,0.8018419930691567
TVAE_10000_0,0.636551412982528,0.8018419930691567
TVAE_10000_0,0.6853989682312347,0.8018419930691567
TVAE_10000_0,0.6539593971173379,0.8018419930691567
TVAE_10000_0,0.6334952815354641,0.8018419930691567
TVAE_10000_0,0.652052138943899,0.8018419930691567
TVAE_10000_0,0.6218831208354543,0.8018419930691567
TVAE_10000_0,0.6539881859659123,0.8018419930691567
TVAE_10000_0,0.6467765469524617,0.8018419930691567
TVAE_10000_0,0.672059120558461,0.8018419930691567
TVAE_10000_0,0.6713955363487721,0.8018419930691567
TVAE_10000_0,0.6547123238752389,0.8018419930691567
TVAE_10000_0,0.6824923624472465,0.8018419930691567
CTGAN_10000_0,0.3957149675499746,0.8018419930691567
CTGAN_10000_0,0.4034453855386407,0.8018419930691567
CTGAN_10000_0,0.4032494588532313,0.8018419930691567
CTGAN_10000_0,0.4052863399663109,0.8018419930691567
CTGAN_10000_0,0.394371087054089,0.8018419930691567
CTGAN_10000_0,0.4096232854812291,0.8018419930691567
CTGAN_10000_0,0.3983325802280319,0.8018419930691567
CTGAN_10000_0,0.3998290685279161,0.8018419930691567
CTGAN_10000_0,0.395798093446447,0.8018419930691567
CTGAN_10000_0,0.4017570878679178,0.8018419930691567
CTGAN_10000_0,0.3990460594916362,0.8018419930691567
CTGAN_10000_0,0.3864016326469083,0.8018419930691567
CTGAN_10000_0,0.3941581915568869,0.8018419930691567
CTGAN_10000_0,0.4043717027536307,0.8018419930691567
CTGAN_10000_0,0.3996471696671895,0.8018419930691567
CTGAN_10000_0,0.3951886363372202,0.8018419930691567
CTGAN_10000_0,0.4014069761668605,0.8018419930691567
CTGAN_10000_0,0.3956612218003307,0.8018419930691567
CTGAN_10000_0,0.397885288799013,0.8018419930691567
CTGAN_10000_0,0.4014683141371354,0.8018419930691567
CTGAN_10000_0,0.40708505802405,0.8018419930691567
CTGAN_10000_0,0.4049429062878596,0.8018419930691567
CTGAN_10000_0,0.4006679300182638,0.8018419930691567
CTGAN_10000_0,0.4062557614322864,0.8018419930691567
CTGAN_10000_0,0.396735213378486,0.8018419930691567
CTGAN_10000_0,0.4088922652975745,0.8018419930691567
CTGAN_10000_0,0.3969381676279225,0.8018419930691567
CTGAN_10000_0,0.4079354181301088,0.8018419930691567
CTGAN_10000_0,0.3984241242173197,0.8018419930691567
CTGAN_10000_0,0.3968152926968971,0.8018419930691567
CTGAN_10000_0,0.3917955472418921,0.8018419930691567
CTGAN_10000_0,0.4001304086087389,0.8018419930691567
CTGAN_10000_0,0.401079790138296,0.8018419930691567
CTGAN_10000_0,0.4066443133480819,0.8018419930691567
CTGAN_10000_0,0.4021875552585072,0.8018419930691567
CTGAN_10000_0,0.3996596417351016,0.8018419930691567
CTGAN_10000_0,0.4001354576392448,0.8018419930691567
CTGAN_10000_0,0.4041644108515867,0.8018419930691567
CTGAN_10000_0,0.4053281074596543,0.8018419930691567
CTGAN_10000_0,0.3944237845775791,0.8018419930691567
CTGAN_10000_0,0.4003298466804745,0.8018419930691567
CTGAN_10000_0,0.4005861562717699,0.8018419930691567
CTGAN_10000_0,0.3979064323981566,0.8018419930691567
CTGAN_10000_0,0.4018097370576173,0.8018419930691567
CTGAN_10000_0,0.4025551896552085,0.8018419930691567
CTGAN_10000_0,0.3967163636001589,0.8018419930691567
CTGAN_10000_0,0.4088162783099003,0.8018419930691567
CTGAN_10000_0,0.3990821891878683,0.8018419930691567
CTGAN_10000_0,0.4023801325242409,0.8018419930691567
CTGAN_10000_0,0.4012321752431756,0.8018419930691567
CTGAN_10000_0,0.3995614713109304,0.8018419930691567
CTGAN_10000_0,0.3986623438064435,0.8018419930691567
CTGAN_10000_0,0.3979719388710756,0.8018419930691567
CTGAN_10000_0,0.4050720220810096,0.8018419930691567
CTGAN_10000_0,0.403070259295285,0.8018419930691567
CTGAN_10000_0,0.4046543429690996,0.8018419930691567
CTGAN_10000_0,0.4047008687273854,0.8018419930691567
CTGAN_10000_0,0.4000085399807127,0.8018419930691567
CTGAN_10000_0,0.4082202687134733,0.8018419930691567
CTGAN_10000_0,0.4010448117503392,0.8018419930691567
CTGAN_10000_0,0.400242719082634,0.8018419930691567
CTGAN_10000_0,0.3928210212730466,0.8018419930691567
CTGAN_10000_0,0.4051667583937611,0.8018419930691567
CTGAN_10000_0,0.3982126749437209,0.8018419930691567
CTGAN_10000_0,0.402894961504201,0.8018419930691567
CTGAN_10000_0,0.3994705949936441,0.8018419930691567
CTGAN_10000_0,0.4015831592273245,0.8018419930691567
CTGAN_10000_0,0.3941277631102838,0.8018419930691567
CTGAN_10000_0,0.4112859185636822,0.8018419930691567
