TVAE_10000_0,CTGAN_10000_0,TVAE_10000_10,CTGAN_10000_10,TVAE_10000_20,CTGAN_10000_20,TVAE_25000_0,CTGAN_25000_0,TVAE_25000_10,CTGAN_25000_10,TVAE_25000_20,CTGAN_25000_20,TVAE_50000_0,CTGAN_50000_0,TVAE_50000_10,CTGAN_50000_10,TVAE_50000_20,CTGAN_50000_20
-0.1682922632719046,-0.6059009864340714,-0.40043897581092486,-0.569582952155917,-0.32798008629897574,-0.5354208724396174,-0.13072207050802512,-0.5497004326412952,-0.14003136844679354,-0.5687049491121029,-0.13620626592543214,-0.5396477312196084,-0.24638208726754754,-0.5668812832060209,-0.3428842840627292,-0.5539843894495878,-0.30130052529473267,-0.5998106854100834
-0.18721649016925895,-0.6153068264169005,-0.40599791158492615,-0.5833359276643026,-0.30708500853440274,-0.5397391110999252,-0.12252661049921588,-0.5364234190300147,-0.14374663532632373,-0.5567437971849515,-0.16516412563112956,-0.5308308214839649,-0.2440607949645991,-0.5660629167793525,-0.3295528175509432,-0.5489277483909526,-0.30678143725297935,-0.5961273630494642
-0.15325963338013124,-0.6011222604022309,-0.3807388397287656,-0.5849191976804304,-0.3089951923414332,-0.5355901502177904,-0.12163841467342308,-0.5337938152001096,-0.1355290994605569,-0.5699258412900684,-0.17016685507255225,-0.5376299732456101,-0.23756004682852055,-0.566065030042443,-0.3339400581029981,-0.5482420197498671,-0.29305705655120745,-0.602198547512473
-0.1747629413373558,-0.6077405837092744,-0.37806809358197274,-0.5703077528587723,-0.3228226140052289,-0.5301234740000866,-0.11883935231423773,-0.5356627707632713,-0.14386633548362715,-0.5684908062674089,-0.1497004245734714,-0.518007314733131,-0.2497091296913754,-0.5610821113625445,-0.3434290957765889,-0.5540678460136351,-0.29324641370365806,-0.5972416274429263
-0.18150700722906893,-0.6033824001916629,-0.401038921483421,-0.5787808148628708,-0.3158266263721483,-0.5545911721892224,-0.13349750485483589,-0.5336631000166313,-0.15048360929001212,-0.5783282263643793,-0.1458002831885057,-0.5408640669867706,-0.23537417341519268,-0.5699134983655292,-0.33433529698404413,-0.54814754511393,-0.29857374700140427,-0.6069702627462122
-0.18273732237222037,-0.6120960426999167,-0.4069876527431207,-0.5559637152431618,-0.3002971828404221,-0.5443992125052999,-0.10849953728668826,-0.5377670285433681,-0.1351682750101529,-0.5809078956055421,-0.14868478753326173,-0.5314007591550831,-0.24263517358218561,-0.570695607140253,-0.3363058971292019,-0.5549942323723968,-0.3012506097636846,-0.5960318844578187
-0.17180111885041224,-0.6129902760095659,-0.4235036937061023,-0.5891998649775108,-0.3236695815734885,-0.5111000689641162,-0.12579883605283604,-0.5307813188256104,-0.1270037396847963,-0.5785750849940651,-0.14633720350058546,-0.5484643032226294,-0.2560707463939717,-0.5606026669349176,-0.32882850659710966,-0.55080636439946,-0.2971027039941007,-0.5933834189189636
-0.16233313143240502,-0.5975149659798354,-0.354512961432122,-0.5818806824720715,-0.3236459241268226,-0.5313341367276931,-0.13833174210982135,-0.5364115931512095,-0.13200296661801228,-0.5648217865442382,-0.1357103832920719,-0.5185172477201013,-0.25034660692984684,-0.5647692832139573,-0.3298181913410124,-0.5480031698151772,-0.3061004213706084,-0.6027223779096267
-0.15227261603396516,-0.5945762216947844,-0.42352395098093704,-0.5874921134566803,-0.29011013566284166,-0.5232718076494669,-0.12864144497870528,-0.5406514984255077,-0.1372833947179686,-0.57858946014453,-0.13593886715553705,-0.548330106890516,-0.2535953193207625,-0.5634858122760559,-0.33471034882108835,-0.5474783102499787,-0.29981878334415496,-0.5936359158966361
-0.15408435248727448,-0.6076133304439557,-0.4205299294149023,-0.5773466146701599,-0.3065319819206629,-0.5507497562032596,-0.12162997538236507,-0.5393548230677471,-0.14028061479932197,-0.5740041831388379,-0.15365338135038037,-0.5259655101641801,-0.2471695862794291,-0.571698910916287,-0.3340991379972321,-0.5487223557239168,-0.2922292236832238,-0.5953376305295234
-0.18408609062457454,-0.6094851412675991,-0.3852461197566701,-0.5795607964743013,-0.3111722860382915,-0.5340458103771458,-0.11186262792357275,-0.5329718593756361,-0.14530739639570858,-0.566617790154783,-0.16242163950722255,-0.5264664742808901,-0.24565715826574389,-0.5719606699897769,-0.3435271217101672,-0.5507312014964563,-0.291697281868214,-0.599352033636904
